IP Address,BAD IP,Risk Score,Risk Level,Attack Count,First Seen,Last Seen,Targeted Agents,Attack Types,Country,Country Code,City,Latitude,Longitude,Geo Source,Is Malicious,Threat Score,Reputation Score,TI Sources,TI Confidence,VT Malicious,VT Suspicious,VT Categories,AbuseIPDB Score,Abuse Confidence,AbuseIPDB Reports,Total Reports,Is Whitelisted,ISP,Usage Type,SANS Score,SANS Count,SANS Attacks,SANS Malicious,SANS First Seen,SANS Last Seen,ML Anomaly,ML Score,ML Severity,ML Explanation,VAE Anomaly,VAE Score,Deep SVDD Anomaly,Deep SVDD Score,Advanced ML Anomaly,Advanced ML Severity,Is Tor,Is VPN,Is Cloud,Organization,MITRE Tactics,MITRE Techniques,MITRE URLs
16.16.107.147,YES,40.0,MEDIUM,1,2026-02-03 00:05:20,2026-02-03 00:05:20,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,SE,SE,Unknown,,,AbuseIPDB,Yes,42,58,AbuseIPDB,42,0,0,,42,42,7,7,No,Amazon Data Services Sweden,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=42%, reports=7, not_whitelisted",No,60.404,No,2.7913,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
13.40.132.47,YES,40.0,MEDIUM,1,2026-02-02 22:05:09,2026-02-02 22:05:09,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,GB,GB,Unknown,,,AbuseIPDB,Yes,84,16,AbuseIPDB,84,0,0,,84,84,19,19,No,Amazon Data Services UK,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=84%, reports=19, not_whitelisted",No,219.0126,No,0.7427,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
13.124.97.87,YES,40.0,MEDIUM,1,2026-02-02 10:36:03,2026-02-02 10:36:03,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,KR,KR,Unknown,,,AbuseIPDB,Yes,5,95,AbuseIPDB,5,0,0,,5,5,1,1,No,AWS Asia Pacific (Seoul) Region,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=5%, reports=1, not_whitelisted",No,1.0017,No,7.505,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
180.149.125.170,YES,40.0,MEDIUM,1,2026-02-01 17:49:47,2026-02-01 17:49:47,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,MN,MN,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,115,115,No,Asia Pacific Network Information Centre,Fixed Line ISP,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=115, not_whitelisted",No,663.6619,No,1.0832,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
152.59.88.85,YES,40.0,MEDIUM,1,2026-02-01 17:11:57,2026-02-01 17:11:57,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,IN,IN,Unknown,,,AbuseIPDB,Yes,10,90,AbuseIPDB,10,0,0,,10,10,2,2,No,Reliance Jio Infocomm Limited,Mobile ISP,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=10%, reports=2, not_whitelisted",No,2.6234,No,3.6885,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
40.124.175.29,YES,40.0,MEDIUM,1,2026-02-01 14:10:14,2026-02-01 14:10:14,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,US,US,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,1508,1508,No,Microsoft Corporation,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=1508, not_whitelisted",No,65864.0,No,1.7543,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
74.62.9.212,YES,40.0,MEDIUM,1,2026-02-01 06:22:01,2026-02-01 06:22:01,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,US,US,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,425,425,No,Charter Communications Inc,Fixed Line ISP,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=425, not_whitelisted",No,5525.394,No,5.4852,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
54.219.42.163,YES,40.0,MEDIUM,1,2026-02-01 04:30:38,2026-02-01 04:30:38,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,US,US,Unknown,,,AbuseIPDB,Yes,37,63,AbuseIPDB,37,0,0,,37,37,9,9,No,"Amazon.com, Inc.",Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=37%, reports=9, not_whitelisted",No,42.5632,No,3.6904,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
120.0.0.0,YES,40.0,MEDIUM,1,2026-02-01 00:57:36,2026-02-01 00:57:36,034|HRC-AMD-Kollect-Mediator-PROD|10.2.1.162,AttackType.SSRF,CN,CN,Unknown,,,AbuseIPDB,Yes,8,92,AbuseIPDB,8,0,0,,8,8,6,6,No,China Unicom Heibei Province Network,Fixed Line ISP,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=8%, reports=6, not_whitelisted",No,3.7618,No,2.5887,No,low,No,No,No,Unknown,"Command And Control, Initial Access","T1071: Application Layer Protocol, T1190: Exploit Public-Facing Application",https://attack.mitre.org/techniques/T1071/ | https://attack.mitre.org/techniques/T1190/
64.62.156.110,YES,40.0,MEDIUM,1,2026-02-01 00:20:03,2026-02-01 00:20:03,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,US,US,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,1992,1992,No,"The Shadowserver Foundation, Inc.",Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=1992, not_whitelisted",Yes,113507.2656,No,8.8216,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
34.211.146.184,YES,40.0,MEDIUM,1,2026-01-31 15:15:52,2026-01-31 15:15:52,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,US,US,Unknown,,,AbuseIPDB,Yes,21,79,AbuseIPDB,21,0,0,,21,21,4,4,No,Amazon Technologies Inc.,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=21%, reports=4, not_whitelisted",No,11.9178,No,1.1835,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
211.175.22.21,YES,40.0,MEDIUM,1,2026-01-31 10:49:25,2026-01-31 10:49:25,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,KR,KR,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,112,112,No,Tianfeng (Hongkong) Communications Limited,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=112, not_whitelisted",No,659.3033,No,1.0278,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
102.69.167.14,YES,40.0,MEDIUM,1,2026-01-31 03:22:26,2026-01-31 03:22:26,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.SSRF,TZ,TZ,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,456,456,No,Flashnet Technologies Limited,Fixed Line ISP,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=456, not_whitelisted",No,6291.082,No,5.0643,No,low,No,No,No,Unknown,"Command And Control, Initial Access","T1071: Application Layer Protocol, T1190: Exploit Public-Facing Application",https://attack.mitre.org/techniques/T1071/ | https://attack.mitre.org/techniques/T1190/
165.245.128.19,YES,40.0,MEDIUM,1,2026-01-31 02:52:14,2026-01-31 02:52:14,008|HRC-Bastion-Server-DEV|172.16.0.100,AttackType.BRUTE_FORCE,US,US,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,34,34,No,"DigitalOcean, LLC",Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=34, not_whitelisted",No,317.5003,No,0.5467,No,low,No,No,No,Unknown,Credential Access,"T1110.001: Password Guessing, T1110: Brute Force",https://attack.mitre.org/techniques/T1110/ | https://attack.mitre.org/techniques/T1110/001/
94.231.206.129,YES,40.0,MEDIUM,1,2026-01-30 20:43:50,2026-01-30 20:43:50,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,SG,SG,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,633,633,No,FR ONYPHE,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=633, not_whitelisted",No,12018.1836,No,3.8494,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
152.59.180.14,NO,40.0,MEDIUM,2,2026-01-29 19:54:45,2026-01-30 17:03:54,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,IN,IN,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,1,1,No,Reliance Jio Infocomm Limited,Mobile ISP,0,0,0,No,,,No,0.2,low,TI validation: Insufficient TI evidence for confirmation,No,0.5319,No,9.4855,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
1.24.16.183,YES,40.0,MEDIUM,1,2026-01-30 12:31:25,2026-01-30 12:31:25,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,CN,CN,Unknown,,,AbuseIPDB,Yes,73,27,AbuseIPDB,73,0,0,,73,73,44,44,No,China unicom InnerMongolia province network,Fixed Line ISP,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=73%, reports=44, not_whitelisted",No,196.3258,No,1.6393,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
139.0.0.0,YES,40.0,MEDIUM,1,2026-01-30 09:45:49,2026-01-30 09:45:49,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,ID,ID,Unknown,,,AbuseIPDB,Yes,1,99,AbuseIPDB,1,0,0,,1,1,7,7,No,"PT. First Media,Tbk",Fixed Line ISP,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=1%, reports=7, not_whitelisted",No,1.5653,No,9.6159,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
185.93.89.136,YES,40.0,MEDIUM,1,2026-01-30 00:22:59,2026-01-30 00:22:59,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,NL,NL,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,146,146,No,Limited Network LTD,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=146, not_whitelisted",No,909.2056,No,1.3676,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
185.180.140.109,YES,40.0,MEDIUM,1,2026-01-29 18:12:50,2026-01-29 18:12:50,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,US,US,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,977,977,No,ICG-1-CARI-SDIEGO,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=977, not_whitelisted",No,27597.0234,No,1.3069,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
45.121.91.60,NO,39.0,LOW,3,2026-01-29 14:23:36,2026-01-29 22:23:58,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Hutchison Telecommunications Lanka (Private) Limited,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,0.8228,No,9.5384,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
175.157.13.106,NO,38.26,LOW,3,2026-01-29 14:30:07,2026-01-29 21:01:49,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Dialog Axiata PLC.,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,0.7949,No,9.5597,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
157.49.183.54,NO,37.26,LOW,3,2026-02-04 16:41:28,2026-02-04 21:12:54,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,IN,IN,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Reliance Jio infocomm ltd,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,2.9088,No,9.8027,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
112.135.68.245,NO,37.06,LOW,3,2026-02-02 17:15:08,2026-02-02 21:22:06,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Internet Service Provider in Sri Lanka.,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,2.9694,No,9.8246,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
146.196.34.16,NO,36.23,LOW,3,2026-02-04 18:44:34,2026-02-04 21:12:18,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,IN,IN,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Jain Net Services,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,0.6987,No,9.5804,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
175.157.123.220,NO,35.12,LOW,3,2026-02-04 22:37:07,2026-02-04 22:51:26,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Dialog Axiata PLC.,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,0.6651,No,9.6153,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
175.157.43.21,NO,35.1,LOW,2,2026-02-04 08:57:22,2026-02-04 19:09:14,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Dialog Axiata PLC.,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,2.4481,No,9.7772,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
122.168.68.120,NO,35.08,LOW,3,2026-02-03 21:40:42,2026-02-03 21:50:19,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,IN,IN,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,"1 Malviya Nagar,",Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,0.6923,No,9.6181,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
175.157.176.77,NO,35.0,LOW,3,2026-02-02 21:30:16,2026-02-03 18:53:15,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Dialog Axiata PLC.,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,0.3216,No,9.4442,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
175.157.138.79,NO,35.0,LOW,3,2026-01-30 05:24:04,2026-02-02 08:27:05,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Dialog Axiata PLC.,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,0.508,No,8.8742,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
122.162.151.213,NO,32.74,LOW,2,2026-02-02 13:36:44,2026-02-02 19:05:39,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,IN,IN,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,2,2,No,"Bharti Airtel Ltd.,224, Okhla industrial Area Phase III New Delhi",Mobile ISP,0,0,0,No,,,No,0.2,low,TI validation: Insufficient TI evidence for confirmation,No,2.592,Yes,9.9123,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
175.157.41.154,NO,31.56,LOW,2,2026-01-29 11:30:58,2026-01-29 14:37:51,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Dialog Axiata PLC.,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,0.984,No,9.5717,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
112.135.76.29,NO,31.26,LOW,2,2026-01-30 14:41:44,2026-01-30 17:12:37,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Internet Service Provider in Sri Lanka.,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,2.4949,No,9.8531,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
111.223.182.159,NO,31.03,LOW,2,2026-02-03 21:37:52,2026-02-03 23:41:05,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Dialog Axiata PLC.,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,2.4771,No,9.8566,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
175.157.46.50,NO,31.0,LOW,2,2026-02-02 21:02:52,2026-02-02 23:02:26,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Dialog Axiata PLC.,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,2.6069,No,9.8571,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
175.157.20.215,NO,30.98,LOW,2,2026-02-04 08:33:20,2026-02-04 10:30:34,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Dialog Axiata PLC.,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,1.293,No,9.5806,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
1.22.246.93,NO,30.85,LOW,2,2026-01-29 16:22:17,2026-01-29 18:04:16,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,IN,IN,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Tikona Infinet Ltd.,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,2.5975,No,9.8594,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
112.135.71.178,NO,30.82,LOW,2,2026-02-04 05:56:28,2026-02-04 07:34:18,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Internet Service Provider in Sri Lanka.,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,2.6183,No,9.8773,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
112.134.240.139,NO,30.55,LOW,2,2026-02-04 09:44:25,2026-02-04 10:50:09,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Internet Service Provider in Sri Lanka.,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,0.5211,No,9.5874,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
175.157.166.249,NO,30.49,LOW,2,2026-02-04 03:42:04,2026-02-04 04:40:48,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Dialog Axiata PLC.,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,4.0368,Yes,9.8849,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
152.58.97.120,NO,30.42,LOW,2,2026-02-02 20:16:03,2026-02-02 21:06:55,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,IN,IN,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,2,2,No,Reliance Jio Infocomm Limited,Mobile ISP,0,0,0,No,,,No,0.2,low,TI validation: Insufficient TI evidence for confirmation,No,3.6583,Yes,9.9482,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
103.247.50.165,NO,30.42,LOW,2,2026-01-30 14:19:30,2026-01-30 15:10:01,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Hutchison Telecommunications Lanka (Private) Limited,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,2.4776,No,9.8483,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
175.157.8.49,NO,30.23,LOW,2,2026-02-04 14:56:47,2026-02-04 15:24:31,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Dialog Axiata PLC.,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,2.6205,No,9.8519,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
122.162.146.10,NO,30.17,LOW,2,2026-02-04 19:04:21,2026-02-04 19:24:50,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,IN,IN,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,"Bharti Airtel Ltd.,224, Okhla industrial Area Phase III New Delhi",Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,2.4781,No,9.8653,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
112.134.152.202,NO,30.16,LOW,2,2026-01-29 16:32:10,2026-01-29 16:51:29,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Internet Service Provider in Sri Lanka.,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,2.9045,No,9.8836,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
175.157.31.23,NO,30.12,LOW,2,2026-02-03 17:46:29,2026-02-03 18:00:58,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Dialog Axiata PLC.,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,2.4716,No,9.8551,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
49.37.218.160,NO,30.12,LOW,2,2026-02-03 21:40:58,2026-02-03 21:55:23,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,IN,IN,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Reliance Jio Infocomm Limited,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,0.5783,No,9.6074,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
